Kalimat Asli,Kalimat Dinormalisasi,Level Kata Kasar,Disamarkan
RT USER: #repost. Awalnya pamer otot. Terus pamer kontol. Ngocok deh sampe crottt. URL,rt guna repost awal pamer otot terus pamer kontol kocok deh sampai crottt uniform resource locator,1,1
RT USER: Ngentot di Kost Dengan Pacar URL,rt guna ngentot di indekos dengan pacar uniform resource locator,1,0
USER USER Lagi ga bisa mtan nih.. ah cacad',guna guna lagi tidak bisa mantan nih ah cacat,1,1
"Memasuki abad ke 16, bangsa Portugis datang ke Indonesia dengan tujuan perdagangan dan berusaha menyebarkan agama katolik. Untuk mencapai tujuan tersebut,'",pasuk abad ke instagram bangsa portugis datang ke indonesia dengan tuju dagang dan usaha sebar agama katolik untuk capai tuju sebut,0,1
RT USER sekalian USER diperiksa kan obos ne,rt guna sekali guna periksa kan bohong ini,1,0
"Walau mulutku bisu, hatiku bercerita. Bercerita tentang rasa rindu, rinduku padamu :')""",walau mulut bisu hati cerita cerita tentang rasa rindu rindu pada,0,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
"Sdh tua sadar pak USER nafsu amat menjabat. Dan satu lagi pak, selama 4 thn ini bapak lbh bnyak diam jadi ban serep tdk ada peran, ulama dikriminalisasi jg diam. Polisi tebang pilih diam, ekonomi hancur diam, TKA cina serbu RI diam. URL",sudah tua sadar pak guna nafsu amat jabat dan satu lagi pak lama a tahun ini bapak lebih banyak diam jadi ban serep tidak ada peran ulama kriminalisasi juga diam polisi tebang pilih diam ekonomi hancur diam tenaga kerja asing cina serbu ri diam uniform resource locator,1,1
USER Cupu ih',guna cupu ih,1,0
RT USER: SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER \xf0\x9f\x98\x9a\xf0\x9f\x98\x9a\xf0\x9f\x98\x9a',rt guna sesuai janji woi kamu balik jadi kibum anjeri kunyuk sudah back eak guna guna xfo xgf xgb xga xfo xgf xgb xga xfo xgf xgb xga,1,1
RT USER: Kesayangan..asal ketemu jepit kontol URL,rt guna sayang asal ketemu jepit kontol uniform resource locator,1,1
"USER Wah, Yang Mulia USER , sebagai TOKOH yang dikenal anti Aseng, bersih SEDERHANA asli mulai bersabda. Lugas.\nCc USER'",guna wah yang mulia guna bagai tokoh yang kenal anti asing bersih sederhana asli mulai sabda lugas ncc guna,0,1
USER USER Ewe kan ewi. Panggilan kesayangan aku',guna guna ngewe kan ngewe panggil sayang aku,0,1
USER Ye suka suka dong. bangsad',guna iya suka suka dong bangsat,1,1
USER Oh kamu dasar bajingan',guna oh kamu dasar bajing,1,0
Sampai Saat Ini Belum Ada Perkembangan Hukum Terkait Penistaan Agama yang Dilakukan olehâ?¦,sampai saat ini belum ada kembang hukum kait nista agama yang laku oleh,0,0
Ini Pernyataan Fadli Zon Sebut potensi korupsi jadi kecil jika Pilkada melalui DPRD Di ...,ini nyata fadli zon sebut potensi korupsi jadi kecil jika pilih kepala daerah lalu dewan wakil rakyat daerah di,0,1
"USER Dengan dibukanya bandara ini, berarti ada lapangan pekerjaan yg cukup besar. Ekonomi tumbuh, masyarakat sekitar dpt menikmati manfaatnya.ð???ð???ð???",guna dengan buka bandara ini arti ada lapang kerja yang cukup besar ekonomi tumbuh masyarakat sekitar dapat nikmat manfaat,0,1
nampaknya sudah satu paket penyokong cina babi pasti juga sokong LGBT,nampaknya sudah satu paket sokong cina babi pasti juga sokong lgbt,2,0
USER mampus lu kunyuk',guna mampus kamu kunyuk,1,0
"Bandara sotta, masuk dlm 17 bandara tersibuk d dunia, itu artix mobilitas penduduk kita tinggi, ada gairqh pertumbuhan ekonomi #HayuKaKertajati",bandara sok tau masuk dalam it bandara sibuk di dunia itu arti mobilitas duduk kita tinggi ada gairah tumbuh ekonomi ayo ke kertajati,0,1
USER USER USER USER USER Ya Faktanya PKI URL,guna guna guna guna guna ya fakta partai komunis indonesia uniform resource locator,2,0
Ternyata kata2 antek aseng china hanya berlaku untuk pak Jokowi.nyatanya kalo uno yg mau impor dari china kampret diam dan hening\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',nyata kataz antek asing cina hanya laku untuk pak jokowinyatanya kalau uno yang mau impor dari cina kampret diam dan hening xfo xgf xaa xae xfo xgf xaa xae,2,1
USER Humor anjir qkwk',guna humor anjir wkwk,1,0
Semakin bayak dia menangkap Korupsi semakin menunjukkan KPK gagal! Bubarkan dan serahkan kepolisian dan kejaksaan,makin bayak dia tangkap korupsi makin tunjuk komisi berantas korupsi gagal bubar dan serah polisi dan jaksa,3,1
USER lu aja blm follow kan sompret',guna kamu saja belum follow kan sompret,1,0
"USER Sontoloyo, emang islam nggak punya tmpt ibadah untuk berdoa'",guna sontoloyo memang islam enggak punya tempat ibadah untuk doa,2,0
"Tiap gue pake celana pendek di atas dengkul dibilang banci, pake di bawah dengkul dibilang gak gaul. Mending gak pake celana deh..'",tiap gue pakai celana pendek di atas dengkul bilang banci pakai di bawah dengkul bilang tidak gaul mending tidak pakai celana deh,1,1
USER Bubarkan dpr..sarang kemiskinan rakyat,guna bubar dewan wakil rakyat sarang miskin rakyat,3,1
Dan mulut USER terlalu besar untuk mengumbar..tapi kerja untuk negri ini sangat tidak memuaskan,dan mulut guna terlalu besar untuk umbar tapi kerja untuk negeri ini sangat tidak muas,1,1
"#kom3 menkumham : mengenai md3, memang benar hak imunitas itu ada. Pernah ada perdebatan uu pilkada, sdh ketok palu, namun pendekatannya presiden sdh mengeluarkan perpu. Namun MD3 ini presiden tdk mengeluarkan perppu tp tdk mau tandatangan. Sy kira ini kit",kome menteri hukum dan hak asasi manusia kena mde memang benar hak imunitas itu ada pernah ada debat undang undang pilih kepala daerah sudah ketok palu namun dekat presiden sudah keluar atur perintah ganti undang undang namun mde ini presiden tidak keluar atur perintah ganti undang undang tetapi tidak mau tanda tangan saya kira ini kit,0,1
USER USER USER sama mbak... saya juga lagi puasa... kmrn2 pas puasa np sampeyan gak tegur juga gerung bicara bang bong? sampeyan mau caper dng gerung? gak rela twiy gerung aku troll? gerung udah kafir.. apalagi puasa... np sampeyan,guna guna guna sama mbak saya juga lagi puasa kmrnz pas puasa np anda tidak tegur juga gerung bicara bang bong anda mau cari perhati dengan gerung tidak rela twit gerung aku troll gerung sudah kafir apalagi puasa np anda,0,1
USER Iyup saya juga khawatir.\n\nBukan karena trust yg hilang sehingga warga menjadi apatis maupun trust warga yg meningkat sehingga warga percaya 100% kepada Pemprov.\n\nSaya khawatir karena hal itu akan menyebabkan Pemprov DKI bekerja sendiri m,guna iya saya juga khawatir dan bukan karena trust yang hilang sehingga warga jadi apatis maupun trust warga yang tingkat sehingga warga percaya ioo kepada perintah provinsi dan saya khawatir karena hal itu akan sebab perintah provinsi daerah khusus ibukota kerja sendiri sama,0,1
USER Makin cepat berputar waktu makin baik untuk cepat penggantian Rezim',guna makin cepat putar waktu makin baik untuk cepat ganti rezim,0,0
"USER \xe2\x80\xa2 My Idiot Brother (yaolo itu tuh pak :(\n\xe2\x80\xa2 Ayah Mengapa Aku Berbeda (Filmnya saya lupa gmn tapi bukunya sukses bikin saya menye-menye)\n\xe2\x80\xa2 Surat Kecil Untuk Tuhan (ini mah paling paling sih)\n\xe2\x80\xa2 Habibie &amp; Ainun (malu ini pak saya terharu di depan ortu mun)\n\n\xe2\x80\x94 447, danke pak!'",guna xez xbo xaz my idiot brother ya allah itu itu pak dan xez xbo xaz ayah mengapa aku beda film saya lupa bagaimana tapi buku sukses bikin saya menyemenye dan xez xbo xaz surat kecil untuk tuhan ini adalah paling paling sih dan xez xbo xaz habibie amp ainun malu ini pak saya haru di depan orang tua mun dan dan xez xbo xga aat danke paki,0,1
USER PSI ITU PARTAI PENGAGUM DIKTATOR..,guna psi itu partai kagum diktator,2,1
Tunggu Jaminan ke-2 #JomBN.,tunggu jamin ke z jombn,0,1
"Melihat tekanan semakin kuat kepada para oposisi, tak tertutup kemungkinan di detik detik terakhir rakyat akan dikejutkan beberapa tokoh nasional dan partai yg berseberangan dgn rezim akan merubah haluan dan berbaris rapi ditangga Istana.\n\n#NyariMakan'",lihat tekan makin kuat kepada para oposisi tak tutup mungkin di detik detik akhir rakyat akan kejut beberapa tokoh nasional dan partai yang berangan dengan rezim akan ubah haluan dan bar rapi tangga istana dan dan cari makan,0,1
"USER USER BETOLL tadz; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",guna guna betul ustaz ahli cebong hanya i tukang tipu iii cebong adalah begitu goblok enggak ketulungan plonga plongo akibat optimisme lebih zoiggantipresiden plonga plongo dunning kruger effect,2,1
"USER Rezim skrang bobrok pak kyai, dlu pdip demo bbm naik trus ngeluarin buku merah, eh skrang bbm naik kesannya diam diam, kebanyakan planga plongo presidennya. Presiden bgtu pake dibilang sama kayak umar bin khattan lagi...Nauzubillah.",guna rezim sekarang bobrok pak kiai dulu partai demokrasi indonesia juang demo bahan bakar minyak naik terus keluar buku merah eh sekarang bahan bakar minyak naik kesan diam diam banyak plonga plongo presiden presiden begitu pakai bilang sama kayak umar bin khitan lagi nauzubillah,2,1
"Apa yang DS USER buat adalah demi generasi akan datang. Saya tidak mahu anak cucu saya gagal pada masa akan datang, jadi, saya sokong &amp; membantu Kerajaan BN supaya anak cucu saya menikmati hidup yg lebih baik. Inilh impian kita semua. - DS R.S @",apa yang ds guna buat adalah demi generasi akan datang saya tidak mau anak cucu saya gagal pada masa akan datang jadi saya sokong amp bantu raja bn supaya anak cucu saya nikmat hidup yang lebih baik ini impi kita semua ds rumah sakit a,0,1
SPM STRAIGHT A'S PLUS; BM A+; BI A+; MM A+; AGAMA A+; SEJARAH A+; ADDMATH A+; KIMIA A+; FIZIK A+; PKEE/PKA/PKM/PKU A+; LK/AKAUN A+; .; .; AAMIIN ð???,spm straight as plus bm a bi a mm a agama a sejarah a add math a kimia a fisik a pakai pka program kreativitas mahasiswa pku a lk akun a amin,0,1
"Narasinya tetang kehidupan dia yg pernah dialami dan sedang dialami apa yg mau diharap dari calon pemimpin seperti ini. Lihat Gubernur Jabar USER tdk banyak narasi tapi kerja hasilnya luar biasa banyak penghargaan, bandara Kertajati diklaim org diam",narasi tetangga hidup dia yang pernah alami dan sedang alami apa yang mau harap dari calon pimpin seperti ini lihat gubernur jabar guna tidak banyak narasi tapi kerja hasil luar biasa banyak harga bandara kertajati klaim orang diam,0,1
RT USER: twitteran mulu pantesan goblok.',rt guna main twitter mulu pantas saja goblok,1,1
USER USER Gw malih rupa dulu ah jd kampret biar di follow USER trus ntar di selimutin. Ee tp jgn di tidurin yaa \xf0\x9f\x98\x86',guna guna gue malih rupa dulu ah jadi kampret biar di follow guna terus nanti di selimut tai tetapi jangan di tidur ya xfo xgf xgb xbg,1,1
Ganyang PKI...ingat pengkhianatan PKI tahun 1948... URL,ganyang partai komunis indonesia ingat khianat partai komunis indonesia tahun igab uniform resource locator,3,1
USER USER Gubernur rasa president,guna guna gubernur rasa presiden,0,0
"USER USER Banyak yg kapir tuh lae menterinya mahatir... gak kebayang kalau disini byk kapir asing aseng yg jd menteri, bakal kena demo berjilid2 gak ya?'",guna guna banyak yang kafir itu lae menteri mahathir tidak bayang kalau di sini banyak kafir asing asing yang jadi menteri bakal kena demo berjilidz tidak ya,2,1
USER Nyaleg aja Pak Tengku... Agar dapat tempat yang pas di DPR RI untuk berbicara politik pemerintahan.',guna calon anggota legislatif saja pak tengku agar dapat tempat yang pas di dewan wakil rakyat ri untuk bicara politik perintah,0,1
USER film KAFIR 2019 mudah2an lebih bagus yaa dr film KAFIR versi meriam belina..',guna film kafir zoig mudahzan lebih bagus ya dari film kafir versi meriam beli,2,1
RT USER Semua fitnah ingin bubarkan KPK. klu bubar KPK rakyat akan demo seluruh indonesia. Untuk bubarkan DPR. yg makan gaji buta,rt guna semua fitnah ingin bubar komisi berantas korupsi kalau bubar komisi berantas korupsi rakyat akan demo seluruh indonesia untuk bubar dewan wakil rakyat yang makan gaji buta,2,1
Mau nete',mau nete,1,0
Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa,video ahok hina agama kristen agama konyol ahok pecah belah bangsa,1,0
USER emg dasarnya udh gila',guna memang dasar sudah gila,1,0
"USER USER cebong pke seragam, biar ga ketahuan..eh makin kelihatan dungunya..'",guna guna cebong pakai seragam biar tidak tahu eh makin lihat dungu,1,1
USER Engcer kek eeq mencret ya?',guna encer kayak tai mencret ya,1,0
Jadi sebenarnya status gue sbg ateis atau loe sebagai umat beragama sebenarnya gak relevan lagi dalam sikon tsb. Karena identitas yg beda pun ternyata bisa punya output pemikiran yang sama.',jadi benar status gue bagai ateis atau kamu bagai umat agama benar tidak relevan lagi dalam situasi kondisi sebut karena identitas yang beda pun nyata bisa punya output pikir yang sama,0,1
"Gile beneer... Apa ini efec ngutang ma cina ? ""USER: BNN: 80 % Sabu yang Masuk Indonesia Produksi China URL",gila benar apa ini efek utang sama cina guna badan narkotika nasional bo sabu yang masuk indonesia produksi cina uniform resource locator,2,1
"USER USER USER Lha, knp masuk wahabi? Emang orang cerita wahabi n NU?\n\nTong, di atas itu cerita ttg pki, kok ente nyelonong ke wahabi?'",guna guna guna lah kenapa masuk wahabi memang orang cerita wahabi dan nu dan tong di atas itu cerita tentang partai komunis indonesia kok kamu selonong ke wahabi,0,0
USER Manis anjir gakuat gua le',guna manis anjir tidak kuat gue le,1,0
"USER USER USER USER USER Iya,, mereka memang seneng ngejelekin ulama yg lurus..; ; User name nya aja sudah menghina ?",guna guna guna guna guna iya mereka memang senang jelek ulama yang lurus guna nama nya saja sudah hina,2,1
"USER USER Ni bberapa fitnah kpada USER \nJokowi = PKI\nJokowi = Tionghua \nJokowi = Antek Asing\nJokowi = Pencitraan\nSemua fitnah itu berhembus entah dri mana ,Alhamdulillah di hadapi dg sabar,'",guna guna nih beberapa fitnah kepada guna jokowi partai komunis indonesia jokowi tionghoa jokowi antek asing jokowi citra semua fitnah itu hembus entah dari mana alhamdulillah di hadap dengan sabar,0,0
"kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",kalau di transformer biasa mobil ubah jadi robot kalau uji nasional bas komputer biasa orang pintar ubah jadi haji bolot,0,1
USER Eek dulu gih',guna tai dulu gih,0,0
USER USER USER scene edan \xf0\x9f\x98\x85\xf0\x9f\x98\x80\xf0\x9f\x98\x85\xf0\x9f\x98\x80\xf0\x9f\x98\x85\xf0\x9f\x98\x80\n\ntnggal 18 may tanggal keramat',guna guna guna scene edan xfo xgf xgb xbs xfo xgf xgb xbo xfo xgf xgb xbs xfo xgf xgb xbo xfo xgf xgb xbs xfo xgf xgb xbo dan tanggal ib mau tanggal keramat,1,1
"Siap, mari rapatkan barisan karena target berikut nya adalah lengserkan pak Jokowi , masih dgn isu PKI, pembela kafir, dan pri dan non pri",siap mari rapat baris karena target ikut nya adalah lengser pak jokowi masih dengan isu partai komunis indonesia bela kafir dan pria dan non pria,3,0
Kejamnya jejak digital politikus USER USER tentang narkoba. URL,kejam jejak digital politikus guna guna tentang narkoba uniform resource locator,1,1
USER USER Sini perek',guna guna sini perek,1,0
USER USER USER Klu bisa pki minyak rem bah mijn jga ga bisa nerawang haa',guna guna guna kalau bisa partai komunis indonesia minyak rem bah mijn juga tidak bisa terawang ha,0,0
Rocky Gerung Dipolisikan soal Ucapan 'Kitab Suci Itu Fiksi',rocky gerung polisi soal ucap kitab suci itu fiksi,0,0
USER Bangsad ya',guna bangsat ya,1,0
BTS Ungguli Presiden Korea Selatan di Polling 100 Pembaca Majalah Time,bts unggul presiden korea selatan di polling ioo baca majalah time,0,1
"__-__; Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2018",sekali dalam tahun lama ratus tahun masyarakat adat badui serah hasil panen seba atau serah kepada bapa gede yakni bupati lebak dan gubernur banten sebabaduyzoib,0,1
"Rtn,; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",rtn warga badui telah selesai ingat tradisi seba di pendopo perintah kabupaten lebak akan lanjut kembali temu dengan gubernur banten wahidin halim hari ini sabtu zi a sebabaduyzoib,0,1
USER Ngga ada kucing yang kesurupan karena kucing adalah setan',guna tidak ada kucing yang surup karena kucing adalah setan,1,0
USER USER Mmmm karena ada bom yg belakangan ini pelakunya adalah wanita bercadar ya wajar kalo masyarakat resah. Ngembalikan kepercayaan masyarakat biar ga curiga ga segampang bikin aksi peluk2 gt emang sih. Sounds weird. Kamu mau emang tiba2,guna guna mmmm karena ada bom yang belakang ini laku adalah wanita cadar ya wajar kalau masyarakat resah kembali percaya masyarakat biar tidak curiga tidak mudah bikin aksi pelukz begitu memang sih sounds aneh kamu mau memang tibaz,0,1
"USER Makannya, kalo mau bacot mikir pake OTAK. Lu punya HATI+AKAL PIKIRAN gak? Gimana Kalo DUIT Keluarga lu, hasil nabung bertahun2 ternyata keluarga lu di tipu ABU TOURS. GOBLOK boleh, TOLOL pilihan'",guna makan kalau mau bacot pikir pakai otak kamu punya hati akal pikir tidak bagaimana kalau duit keluarga kamu hasil tabung bertahunz nyata keluarga kamu di tipu abu tours goblok boleh tolol pilih,1,1
"USER USER USER H h h pikiran org bego itu ,di kira bisa asal nyetak ,bisa inflasi negara...#anak buah kanjeng dimas'",guna guna guna hhh pikir orang bego itu di kira bisa asal cetak bisa inflasi negara anak buah kanjeng mas,1,1
"USER Boakaka... si bego ini knp ngamuk2 ama anies ya?\nPadahal anies gak bikin dollar jd 14500.\nGak bikin harga bmm, listrik, sembako, pajak jd naik.\nGa bikin hutang RI segunung.\nGa datangin tka cina.\nGa bikin ekonomi mlorot.\n\nAnies bikin pui",guna wkwk sih bego ini kenapa ngamukz sama anies ya padahal anies tidak bikin dolar jadi iasoo tidak bikin harga bmm listrik sembako pajak jadi naik tidak bikin hutang ri gunung tidak datang tenaga kerja asing cina tidak bikin ekonomi lorot dan anies bikin satu umat islam,1,1
Makin jelas rezim ini anti ISLAM..!! URL,makin jelas rezim ini anti islam ih uniform resource locator,1,1
"Memang ,,,nafsu seks tu,membutakan segalanya,termasuk ketika lg sange,,,titit bau kencurpun rasa keju,,,,,\n\n#yg merasa aj ya'",memang nafsu seks itu buta segala masuk ketika lagi sange titit bau kencur rasa keju dan dan yang rasa saja ya,1,0
Bismillahi Allohu Akbar,bismillah allahu akbar,0,0
INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. URL,ini manusia apa anjing usaha keras rela jadi murtad demi babi ahok kafir uniform resource locator,1,1
Warga Dusun Mambang-Panasan Lestarikan budaya Sedekah Bumi:,warga dusun mambangpanasan lestari budaya sedekah bumi,0,0
"Perempuan NTT berdaya, menuju NTT maju.; ; ""... Suatu saat, dia bisa tumbuh dan muncul sebagai seorang pejuang dan pemimpin. Berguna bagi banyak orang dan memberikan penghargaan bagi keluarga."" - Emi Nomleni Â¦Â¦ Calon Wakil Gubernur NTT 2018-2023.; ; #pilgu",perempuan ntt daya tuju ntt maju suatu saat dia bisa tumbuh dan muncul bagai orang juang dan pimpin guna bagi banyak orang dan beri harga bagi keluarga emi nomleni calon wakil gubernur ntt zoib zoze pilih gubernur,0,1
"Kalau ada makcik bawang yang cakap student yg ambik kos ekonomi ni kos cikai, ni nak kabo membe aku baru lepas menangis sebab tak dapat jawab paper eco. dia sampai down and rasa nak drop subject tu. aku yg tak sama kos pun sedih tengok dia.",kalau ada makcik bawang yang cakap student yang ambil kos ekonomi nih kos cukai nih nak kabo membe aku baru lepas menang sebab tak dapat jawab paper eco dia sampai down and rasa nak drop subject itu aku yang tak sama kos pun sedih tengok dia,0,1
RT USER USER USER tolol jongos penista agama ahok mau nyalon haha pendukung intoleransi si ahok mau nyari masa umat muslim,rt guna guna guna tolol jongos nista agama ahok mau nyalon haha dukung intoleransi sih ahok mau cari masa umat muslim,1,0
Satu persatu akhirnya smua ditumbangkan oleh Tangan Tuhan ..; Kuasa Tuhan tlah bekerja. ....; Karma tak pernah salah &amp; tak pernah ingkar janji ....; ; #MawaslahDiriSebelumBertindak,satu satu akhir semua tumbang oleh tangan tuhan kuasa tuhan telah kerja karma tak pernah salah amp tak pernah ingkar janji mawas diri belum tindak,0,1
USER Lagian ngapain pilih ditenggelamin sih...jadi sampah laut kan...',guna lagi apa pilih tenggelam sih jadi sampah laut kan,0,1
RT USER: Selfie sebelum mandi. Mau liat kelanjutan maa kuli bangunan kekar berotot ini ngocok kontol sampe mucrat??? URL,rt guna swafoto belum mandi mau lihat lanjut mak kuli bangun kekar otot ini kocok kontol sampai muncrat uniform resource locator,1,1
RT USER: Pak USER percayalah saya. anda agak susah bisa jadi presiden lagi. Percayalah fatwa Nabi Palsu...,rt guna pak guna percaya saya anda agak susah bisa jadi presiden lagi percaya fatwa nabi palsu,1,1
USER Itu tipikal kaum sebelah. Bahkan setelah mempersekusi umat agama lain pun mrk masih merasa di dholimi. Maunya kan mrk yg berkuasa selanjutnya bisa berbuat semaunya.,guna itu tipikal kaum belah bahkan telah persekusi umat agama lain pun mereka masih rasa di zalim mau kan mereka yang kuasa lanjut bisa buat mau,2,1
"Laporkan Mas! Saya sangat setuju, apapun motifnya penyebar hoax dan hatespeech mari kita lawan bersama. Saya dukung, Mas USER melaporkan pemilik akun USER biar kapok nyebari fitnah. ""Keadilan tdk akan tegak selama hukum blm jadi budaya"". ~ Lawr",lapor masih saya sangat tuju apa motif sebar hoaks dan hate speech mari kita lawan sama saya dukung mas guna lapor milik akun guna biar kapok sebar fitnah adil tidak akan tegak lama hukum belum jadi budaya law,0,1
USER hahahah memang banyak yg tertipu ama onta arab :(',guna haha memang banyak yang tipu sama onta arab,1,0
RT USER SBY 10 tahun ngapain aja tuh ? gelo,rt guna susilo bambang yudhoyono io tahun apa saja itu gila,1,1
SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER \xf0\x9f\x98\x9a\xf0\x9f\x98\x9a\xf0\x9f\x98\x9a',sesuai janji woi kamu balik jadi kibum anjeri kunyuk sudah back eak guna guna xfo xgf xgb xga xfo xgf xgb xga xfo xgf xgb xga,1,1
RT USER: BINARAGA AMBON NGOCOK KONTOL SAMPE NYEMBURIN PEJUH URL,rt guna binaraga ambon kocok kontol sampai sembur pejuh uniform resource locator,1,0
"USER dompetku sampe bisu. lemah gak kuat bersuara lagi :"" tapi merch-nya emang gemesin gt masa kaaa'",guna dompet sampai bisu lemah tidak kuat suara lagi tapi merchnya memang gemas begitu masa kakak,0,1
AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,ahok kafir dan budakznya atau anjingz nya hanya bagai sampah agama islam dan sampah masyarakat,2,1
"USER Gaweanne wong kenthir; Awal jabatan aja keliatan; Tdk menjaga keamanan mantan presiden malah membingungkan dg statementny apalagi rakyat,akan makin tambah disengsarakan",guna kerja orang kentir awal jabat saja lihat tidak jaga aman mantan presiden malah bingung dengan nyata apalagi rakyat akan makin tambah sengsara,1,0
"Performancenya gada cacat/fals sedikitpun tbh. Panggungnya, konsepnya, apalagi efeknya keren banget woooooii'",performancenya tidak ada cacat fals sedikit jujur panggung konsep apalagi efek keren banget woooooii,0,1
masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.,masalah djarot tidak bisa pikir rakyat kecil pribumi bisa hanya babu kepada cinaz betulz songong jongkok,1,1
Kawasan Ekonomi Khusus TingkatkanÂ Investasi,kawasan ekonomi khusus tingkat investasi,0,0
USER Kasar bacot lo nying',guna kasar bacot kamu anjing,1,0
"USER USER USER USER Saya hanya kasar thd si brengsek brisik itu, bukan thd Anda. Sana gawe lagi, perdalam ilmu, biar ga dungu seperti si onta busuk itu. Punya posisi bagus2 di sini, malah bertingkah busuk, jadi sampah skrg di gurun sana. Jgn seperti dia",guna guna guna guna saya hanya kasar hadap sih berengsek berisik itu bukan hadap anda sana kerja lagi dalam ilmu biar tidak dungu seperti sih onta busuk itu punya posisi bagusz di sini malah ting busuk jadi sampah sekarang di gurun sana jangan seperti dia,1,1
"USER USER USER Mas baca lagi disana kan jelas yang sama aqidah. Dan baca lagi komentar dari tweet Gus USER , saudara2 non muslim ikut komentar karena ada pertanyaan apakah ada Kristen Nusantara, Hindu Nusantara. Begitu mas, semoga memb",guna guna guna mas baca lagi di sana kan jelas yang sama aqidah dan baca lagi komentar dari twit gus guna saudaraz non muslim ikut komentar karena ada tanya apakah ada kristen nusantara hindu nusantara begitu mas moga memb,0,1
USER USER USER yg sombong itu para cebong',guna guna guna yang sombong itu para cebong,2,0
Jika isu 5000 pucuk senjata BENAR maka saya sarankan pak USER pecat tito,jika isu sooo pucuk senjata benar maka saya saran pak guna pecat tito,1,1
KPK masih dibutuhkan. Semua yg dilakukan sdh baik. Knp tdk DPR saja yg di bubarkan? URL,komisi berantas korupsi masih butuh semua yang laku sudah baik kenapa tidak dewan wakil rakyat saja yang di bubar uniform resource locator,2,1
USER USER Terus masalahnya apa jika USER berbicara seperti itu..??? ; Ingat ya....!!! Gelar penista agama hanya berlaku bagi mereka yang satu frame dengan Jokowi.; Di luar itu = BEBAS / HALAL. ; ; #catet !!! ;,guna guna terus masalah apa jika guna bicara seperti itu ingat ya iii gelar nista agama hanya laku bagi mereka yang satu frame dengan jokowi di luar itu bebas halal catet iii,1,1
Edan euy jinyoung nyanyi micnya kebalik KAKAKAKAKKA maafin w ngakak',edan euy jinyoung nyanyi micnya balik haha maaf gue tertawa,1,0
USER USER Bawang Putih komunis yg dimakan...',guna guna bawang putih komunis yang makan,0,1
Binaan Lapas Pasuruan Terancam Kehilangan Hak Pilih;,bina lembaga masyarakat pasuruan ancam hilang hak pilih,0,0
"Emg susah yah kalau Club sama Supporternya Gak Pnya Mental, pasti dikit* lapor polisi. #Pecun&amp;g'",memang susah ya kalau club sama dukung tidak punya mental pasti sedikit lapor polisi pecun ampg,1,1
"Bj habibie : prabowo tdk pntas jd presiden krna dia dalang kerusuhan 98 ! "" bner bgt pak skrg jg dalang dr semua kerusuhan sara",baju habibie prabowo tidak pantas jadi presiden karena dia dalang rusuh gb i benar banget pak sekarang juga dalang dari semua rusuh sara,1,1
RT USER: Lagi VIRAL! Ngocokin kontol Om secuity sambil diemut download/streaming videonya yng kualitas HD biar puas link==&gt; http\xe2\x80\xa6',rt guna lagi virali kocok kontol om security sambil emut unduh streaming video yang kualitas high definition biar puas link begitu hypertext transfer protocol xez xbo xag,1,1
"USER Boleh2 aja sih nyapres Karna semua warga negara RI punya hak dipilih &amp; memilih Presiden, Kita2 juga boleh kok ikut andil nyalon \xf0\x9f\x98\x80\xf0\x9f\x98\x80'",guna bolehz saja sih calon presiden karena semua warga negara ri punya hak pilih amp pilih presiden kitaz juga boleh kok ikut andil nyalon xfo xgf xgb xbo xfo xgf xgb xbo,0,1
USER Bnyakn cocot...',guna banyak cocot,1,1
